Year,Adjustments On Amalgamation Merger Demerger Others,Asset Turnover Ratio (%),Basic EPS (Rs.),Bonus Equity Share Capital,Book Value [ExclRevalReserve]/Share (Rs.),Book Value [InclRevalReserve]/Share (Rs.),Capital Goods,Capital Work-In-Progress,Cash And Cash Equivalents,Cash And Cash Equivalents Begin of Year,Cash And Cash Equivalents End Of Year,Cash EPS (Rs.),Cash Earnings Retention Ratio (%),Close,Contingent Liabilities,Current Investments,Current Ratio (X),Deferred Tax Assets [Net],Deferred Tax Liabilities [Net],Diluted EPS (Rs.),Dividend / Share(Rs.),Dividend Payout Ratio (CP) (%),Dividend Payout Ratio (NP) (%),EV/EBITDA (X),EV/Net Operating Revenue (X),Earnings Retention Ratio (%),Earnings Yield,Employees Cost,Enterprise Value (Cr.),Equity Share Capital,Expenditure In Foreign Currency,Fixed Assets,Foreign Exchange Gains / Losses,Increase/Decrease in Stocks,Intangible Assets,Interest,Inventories,Inventory Turnover Ratio (X),Long Term Borrowings,Long Term Loans And Advances,Long Term Provisions,MarketCap/Net Operating Revenue (X),Net Cash Used From Financing Activities,Net Cash Used In Investing Activities,Net CashFlow From Operating Activities,Net Inc/Dec In Cash And Cash Equivalents,Net Profit Margin (%),Net Profit/(Loss) For the Period,Net Profit/Loss Before Extraordinary Items And Tax,Net Profit/Share (Rs.),Non-Current Investments,Non-Current Investments Unquoted Book Value,Other Assets,Other Current Liabilities,Other Earnings,Other Expenses,Other Income,Other Long Term Liabilities,Other Non-Current Assets,OtherCurrentAssets,P/L After Tax from Ordinary Activities,P/L Before Exceptional Items & Tax,"P/L Before Int., Excpt. Items & Tax","P/L Before Other Inc. , Int., Excpt. Items & Tax",P/L Before Tax,PBDIT Margin (%),PBDIT/Share (Rs.),PBIT Margin (%),PBIT/Share (Rs.),PBT Margin (%),PBT/Share (Rs.),Price/BV (X),Price/Net Operating Revenue,Quick Ratio (X),Raw Materials,Reserves and Surplus,Retention Ratios (%),Return on Assets (%),Return on Capital Employed (%),Return on Networth / Equity (%),Revenue from Operations/Share (Rs.),Short Term Borrowings,Short Term Loans And Advances,Short Term Provisions,"Stores, Spares And Loose Tools",Tangible Assets,Tax,Total Assets,Total Capital And Liabilities,Total Current Assets,Total Current Liabilities,Total Debt/Equity (X),Total Income From Operations,Total Non-Current Assets,Total Non-Current Liabilities,Total Reserves and Surplus,Total Share Capital,Total Shareholders Funds,Trade Payables,Trade Receivables,Trade/Other Goods,depreciat
Jun-15,0,77.15,33.38,475.82,140.25,140.25,20,361.2,15667.5,10554.9,14942.5,36.34,66.97,205.012558,3022.2,5188.8,2.3,165.9,56.7,33.28,12,33.03,36.17,12.42,3.53,63.83,0.05,5182.9,145338.53,493.8,19430.8,4399.6,15.1,10.8,468.4,130.6,479.4,85.96,1063.2,3071,273.6,3.76,-1836.1,-1495,7703.6,4387.6,19.88,2063,10557,33.19,5579.7,5579.7,0,2551.1,90.6,2547.3,648.1,28.1,336.8,5119.5,2063,2641.8,2772.4,2124.3,2641.8,28.38,47.39,26.49,44.24,25.61,42.77,4.48,3.76,2.27,851.3,34127.9,63.82,15.34,22.73,23.66,166.94,4970.4,5256.1,4115,0,3570,578.8,53408.5,53408.5,39855.5,17365.3,0.17,10775.4,13553,1421.6,34127.9,493.7,34621.6,5728.8,8144.2,0,200.4
Sep-15,0,77.15,33.38,475.82,140.25,140.25,20,361.2,15667.5,10554.9,14942.5,36.34,66.97,224.1938019,3022.2,5188.8,2.3,165.9,56.7,33.28,12,33.03,36.17,12.42,3.53,63.83,0.05,5327.2,145338.53,494,19430.8,4399.6,15.1,-84.1,468.4,188.2,479.4,85.96,1063.2,3071,273.6,3.76,-1836.1,-1495,7703.6,4387.6,19.88,2153.1,10557,33.19,5579.7,5579.7,0,2551.1,90.6,2734.2,688,28.1,336.8,5119.5,2153.1,2766.3,2954.5,2266.5,2766.3,28.38,47.39,26.49,44.24,25.61,42.77,4.48,3.76,2.27,851.3,34127.9,63.82,15.34,22.73,23.66,166.94,4970.4,5256.1,4115,0,3570,613.2,53408.5,53408.5,39855.5,17365.3,0.17,11036.9,13553,1421.6,34127.9,493.7,34621.6,5728.8,8144.2,0,207
Dec-15,0,77.15,33.38,475.82,140.25,140.25,20,361.2,15667.5,10554.9,14942.5,36.34,66.97,209.9625549,3022.2,5188.8,2.3,165.9,56.7,33.28,12,33.03,36.17,12.42,3.53,63.83,0.05,5334,145338.53,494.1,19430.8,4399.6,15.1,-16.4,468.4,129.9,479.4,85.96,1063.2,3071,273.6,3.76,-1836.1,-1495,7703.6,4387.6,19.88,2011.1,10557,33.19,5579.7,5579.7,0,2551.1,90.6,2981.3,690,28.1,336.8,5119.5,2011.1,2594.4,2724.3,2034.3,2594.4,28.38,47.39,26.49,44.24,25.61,42.77,4.48,3.76,2.27,851.3,34127.9,63.82,15.34,22.73,23.66,166.94,4970.4,5256.1,4115,0,3570,583.3,53408.5,53408.5,39855.5,17365.3,0.17,11206.9,13553,1421.6,34127.9,493.7,34621.6,5728.8,8144.2,0,230.4
Mar-16,0,75.82,33.38,475.82,166.87,166.87,15.2,325.1,8408.8,14919.8,8343.1,36.74,60.7,211.5937958,4385.1,20419.5,2.98,425.4,72.2,33.31,6,39.3,43.49,11.44,3.08,56.51,0.06,5423.2,137462.82,494.1,20818.1,4392.6,31.3,36.8,425.7,87.4,526.2,84.91,1146.5,195.8,399.1,3.11,-3489.7,-9805,6686.7,-6576.7,18.35,1973.3,8200.5,33.19,5781.1,5781.1,0,4657.5,73.8,2940.9,373.1,869.5,2869.7,7507.8,1973.3,2591.8,2679.2,2306.1,2591.8,26.9,48.65,24.94,45.11,23.71,42.88,3.38,3.11,2.94,627.2,40731.6,56.5,13.91,18.75,19.89,180.86,5549.5,0,642.6,0,3641.8,618.5,58924.9,58924.9,45260.3,15211.9,0.16,11661.5,13664.6,2487.3,40731.6,494.1,41225.7,4362.3,8398,0,237.6
Jun-16,0,75.82,33.38,475.82,166.87,166.87,15.2,325.1,8408.8,14919.8,8343.1,36.74,60.7,209.231308,4385.1,20419.5,2.98,425.4,72.2,33.31,6,39.3,43.49,11.44,3.08,56.51,0.06,5527.6,137462.82,494.1,20818.1,4392.6,31.3,-55.9,425.7,129.7,526.2,84.91,1146.5,195.8,399.1,3.11,-3489.7,-9805,6686.7,-6576.7,18.35,2007.7,8200.5,33.19,5781.1,5781.1,0,4657.5,73.8,3091.6,643.5,869.5,2869.7,7507.8,2007.7,2595.1,2724.8,2081.3,2595.1,26.9,48.65,24.94,45.11,23.71,42.88,3.38,3.11,2.94,627.2,40731.6,56.5,13.91,18.75,19.89,180.86,5549.5,0,642.6,0,3641.8,587.4,58924.9,58924.9,45260.3,15211.9,0.16,11587.5,13664.6,2487.3,40731.6,494.1,41225.7,4362.3,8398,0,241.1
Sep-16,0,75.82,33.38,475.82,166.87,166.87,15.2,325.1,8408.8,14919.8,8343.1,36.74,60.7,179.6062927,4385.1,20419.5,2.98,425.4,72.2,33.31,6,39.3,43.49,11.44,3.08,56.51,0.06,5568.8,137462.82,486.1,20818.1,4392.6,31.3,78.2,425.7,95.3,526.2,84.91,1146.5,195.8,399.1,3.11,-3489.7,-9805,6686.7,-6576.7,18.35,1932.1,8200.5,33.19,5781.1,5781.1,0,4657.5,73.8,3033,647.8,869.5,2869.7,7507.8,1932.1,2514.7,2610,1962.2,2514.7,26.9,48.65,24.94,45.11,23.71,42.88,3.38,3.11,2.94,627.2,40731.6,56.5,13.91,18.75,19.89,180.86,5549.5,0,642.6,0,3641.8,582.6,58924.9,58924.9,45260.3,15211.9,0.16,11453.8,13664.6,2487.3,40731.6,494.1,41225.7,4362.3,8398,0,259.7
Dec-16,0,75.82,33.38,475.82,166.87,166.87,15.2,325.1,8408.8,14919.8,8343.1,36.74,60.7,177.9187927,4385.1,20419.5,2.98,425.4,72.2,33.31,6,39.3,43.49,11.44,3.08,56.51,0.06,5320.5,137462.82,486.1,20818.1,4392.6,31.3,-35.3,425.7,142.7,526.2,84.91,1146.5,195.8,399.1,3.11,-3489.7,-9805,6686.7,-6576.7,18.35,1918.5,8200.5,33.19,5781.1,5781.1,0,4657.5,73.8,3179.5,639.8,869.5,2869.7,7507.8,1918.5,2572.2,2714.9,2075.1,2572.2,26.9,48.65,24.94,45.11,23.71,42.88,3.38,3.11,2.94,627.2,40731.6,56.5,13.91,18.75,19.89,180.86,5549.5,0,642.6,0,3641.8,653.7,58924.9,58924.9,45260.3,15211.9,0.16,11378.3,13664.6,2487.3,40731.6,494.1,41225.7,4362.3,8398,0,281.7
Mar-17,0,72.91,33.61,468.12,192.16,192.16,0,694.1,3516.6,8343.1,3362.2,37.89,90.48,193.3875427,9347.9,29146.7,3.52,235.2,139.1,33.51,2,9.52,10.75,10.48,2.78,89.25,0.07,5427.1,127904.12,486.1,21291,5056.3,-93.2,177,606.7,24.4,355.9,129.38,1146.3,0,373.3,2.72,-4367.6,-7890.8,7370.7,-4980.9,17.72,2303.5,8161.7,33.58,5999.4,5999.4,0,4375.8,40400,2991.8,638.8,952.7,3138.9,7386.3,2303.5,3005.1,3029.5,2390.7,3005.1,26.5,50.21,24.22,45.9,23.2,43.97,2.68,2.72,3.5,0,46219.5,89.24,12.92,22.61,17.47,189.46,5018.6,191.7,626.9,0,3755.5,701.6,63156.9,63156.9,48727.1,13839.9,0.13,11628.2,14429.8,2611.4,46219.5,486.1,46705.6,3818.6,8129.9,0,265.2
Jun-17,0,72.91,33.61,468.12,192.16,192.16,0,694.1,3516.6,8343.1,3362.2,37.89,90.48,193.7625427,9347.9,29146.7,3.52,235.2,139.1,33.51,2,9.52,10.75,10.48,2.78,89.25,0.07,5361.4,127904.12,973.2,21291,5056.3,-93.2,52,606.7,89.9,355.9,129.38,1146.3,0,373.3,2.72,-4367.6,-7890.8,7370.7,-4980.9,17.72,2026.8,8161.7,33.58,5999.4,5999.4,0,4375.8,40400,2892.7,625.8,952.7,3138.9,7386.3,2026.8,2607.5,2697.4,2071.6,2607.5,26.5,50.21,24.22,45.9,23.2,43.97,2.68,2.72,3.5,0,46219.5,89.24,12.92,22.61,17.47,189.46,5018.6,191.7,626.9,0,3755.5,580.7,63156.9,63156.9,48727.1,13839.9,0.13,11152.8,14429.8,2611.4,46219.5,486.1,46705.6,3818.6,8129.9,0,251.2
Sep-17,0,72.91,33.61,468.12,192.16,192.16,0,694.1,3516.6,8343.1,3362.2,37.89,90.48,210.1875458,9347.9,29146.7,3.52,235.2,139.1,33.51,2,9.52,10.75,10.48,2.78,89.25,0.07,5377,127904.12,973.3,21291,5056.3,-93.2,25.7,606.7,104,355.9,129.38,1146.3,0,373.3,2.72,-4367.6,-7890.8,7370.7,-4980.9,17.72,2134.3,8161.7,33.58,5999.4,5999.4,0,4375.8,40400,3031.8,714.1,952.7,3138.9,7386.3,2134.3,2760.1,2864.1,2150,2760.1,26.5,50.21,24.22,45.9,23.2,43.97,2.68,2.72,3.5,0,46219.5,89.24,12.92,22.61,17.47,189.46,5018.6,191.7,626.9,0,3755.5,625.8,63156.9,63156.9,48727.1,13839.9,0.13,11050.5,14429.8,2611.4,46219.5,486.1,46705.6,3818.6,8129.9,0,259.3
Dec-17,0,72.91,33.61,468.12,192.16,192.16,0,694.1,3516.6,8343.1,3362.2,37.89,90.48,235.687561,9347.9,29146.7,3.52,235.2,139.1,33.51,2,9.52,10.75,10.48,2.78,89.25,0.07,5399.7,127904.12,904.7,21291,5056.3,-93.2,50.9,606.7,46.8,355.9,129.38,1146.3,0,373.3,2.72,-4367.6,-7890.8,7370.7,-4980.9,17.72,1804.5,8161.7,33.58,5999.4,5999.4,0,4375.8,40400,3214.8,639.5,952.7,3138.9,7386.3,1804.5,2448.4,2495.2,1855.7,2448.4,26.5,50.21,24.22,45.9,23.2,43.97,2.68,2.72,3.5,0,46219.5,89.24,12.92,22.61,17.47,189.46,5018.6,191.7,626.9,0,3755.5,643.9,63156.9,63156.9,48727.1,13839.9,0.13,11072.7,14429.8,2611.4,46219.5,486.1,46705.6,3818.6,8129.9,0,262.5
Mar-18,0,76.2,16.26,903.5,93.42,93.42,0,1290.6,2322,3362.2,1922.2,19.31,93.77,210.8625488,10123.1,24841.2,2.86,452,46.3,16.23,1,6.23,7.05,11.35,2.9,92.95,0.06,5618.1,129726.08,904.8,20783.1,5657.6,5.2,-70.9,564.4,123.5,294.3,151.92,72.4,0,168.8,2.85,-12918.4,5002.3,6470.9,-1440,17.27,1757.2,7722.8,17.07,5841.6,5841.6,0,5418.6,39180.7,3333.4,480.1,1085.3,3752.8,6007.8,1757.2,2218.3,2341.8,1861.7,2218.3,25.57,25.27,23.3,23.03,22.44,22.18,3.01,2.85,2.84,0,41357.8,92.94,13.16,23.87,18.27,98.83,4647.7,0,793.4,0,3802.6,461.1,58671.3,58671.3,42967.3,15035.9,0.11,11434,15704,1372.8,41357.8,904.8,42262.6,4176.2,9502,0,241.8
Jun-18,0,76.2,16.26,903.5,93.42,93.42,0,1290.6,2322,3362.2,1922.2,19.31,93.77,196.1250458,10123.1,24841.2,2.86,452,46.3,16.23,1,6.23,7.05,11.35,2.9,92.95,0.06,5767.1,129726.08,904.8,20783.1,5657.6,5.2,-37.9,564.4,116.7,294.3,151.92,72.4,0,168.8,2.85,-12918.4,5002.3,6470.9,-1440,17.27,1922.2,7722.8,17.07,5841.6,5841.6,0,5418.6,39180.7,3266.9,589.7,1085.3,3752.8,6007.8,1922.2,2422.4,2539.1,1949.4,2422.4,25.57,25.27,23.3,23.03,22.44,22.18,3.01,2.85,2.84,0,41357.8,92.94,13.16,23.87,18.27,98.83,4647.7,0,793.4,0,3802.6,500.2,58671.3,58671.3,42967.3,15035.9,0.11,11567.5,15704,1372.8,41357.8,904.8,42262.6,4176.2,9502,0,242.7
Sep-18,0,76.2,16.26,903.5,93.42,93.42,0,1290.6,2322,3362.2,1922.2,19.31,93.77,243.000061,10123.1,24841.2,2.86,452,46.3,16.23,1,6.23,7.05,11.35,2.9,92.95,0.06,5933.5,129726.08,904.8,20783.1,5657.6,5.2,-4.1,564.4,97.5,294.3,151.92,72.4,0,168.8,2.85,-12918.4,5002.3,6470.9,-1440,17.27,1607.4,7722.8,17.07,5841.6,5841.6,0,5418.6,39180.7,3782.3,452.4,1085.3,3752.8,6007.8,1607.4,2166.3,2263.8,1811.4,2166.3,25.57,25.27,23.3,23.03,22.44,22.18,3.01,2.85,2.84,0,41357.8,92.94,13.16,23.87,18.27,98.83,4647.7,0,793.4,0,3802.6,558.9,58671.3,58671.3,42967.3,15035.9,0.11,12002.3,15704,1372.8,41357.8,904.8,42262.6,4176.2,9502,0,241.4
Dec-18,0,76.2,16.26,903.5,93.42,93.42,0,1290.6,2322,3362.2,1922.2,19.31,93.77,248.137558,10123.1,24841.2,2.86,452,46.3,16.23,1,6.23,7.05,11.35,2.9,92.95,0.06,5948,129726.08,905,20783.1,5657.6,5.2,7.1,564.4,106,294.3,151.92,72.4,0,168.8,2.85,-12918.4,5002.3,6470.9,-1440,17.27,2518.4,7722.8,17.07,5841.6,5841.6,0,5418.6,39180.7,3321.3,784.1,1085.3,3752.8,6007.8,2518.4,3099,3205,2420.9,3099,25.57,25.27,23.3,23.03,22.44,22.18,3.01,2.85,2.84,0,41357.8,92.94,13.16,23.87,18.27,98.83,4647.7,0,793.4,0,3802.6,580.6,58671.3,58671.3,42967.3,15035.9,0.11,12138.7,15704,1372.8,41357.8,904.8,42262.6,4176.2,9502,0,228.4
Mar-19,20.3,71.82,12.67,1205.19,81.86,81.86,0,2112.7,10390.2,1922.2,10389.9,14.17,93.62,254.8000031,2618.9,21998.8,2.96,391,10.4,12.67,1,6.38,7.16,13.1,3.08,92.84,0.05,6159.9,148400.15,1206.8,23036.2,6513.7,3,-20.4,526.8,204.7,340.3,141.42,22,0,119.6,3.19,-1395.1,-370.6,10210.1,8467.7,15.82,1566,7614,12.62,8250.3,8250.3,0,5397.9,44458.4,4077.5,742.4,1309.5,4112.7,4352.5,1566,2182.8,2387.5,1645.1,2182.8,23.54,18.78,21.6,17.23,20.51,16.36,3.11,3.19,2.94,0,48185.2,92.83,11.36,20.44,15.41,79.75,5052.2,0,929,0,3874.2,616.8,66998.1,66998.1,47730.4,16144.6,0.1,12395.8,19267.7,1461.5,48185.2,1206.8,49392,4765.5,10648.6,0,221.8
Jun-19,20.3,71.82,12.67,1205.19,81.86,81.86,0,2112.7,10390.2,1922.2,10389.9,14.17,93.62,280.5,2618.9,21998.8,2.96,391,10.4,12.67,1,6.38,7.16,13.1,3.08,92.84,0.05,6253.1,148400.15,1207.1,23036.2,6513.7,3,-16.7,526.8,103.6,340.3,141.42,22,0,119.6,3.19,-1395.1,-370.6,10210.1,8467.7,15.82,2014.1,7614,12.62,8250.3,8250.3,0,5397.9,44458.4,3307.7,757.6,1309.5,4112.7,4352.5,2014.1,2643.9,2747.5,1989.9,2643.9,23.54,18.78,21.6,17.23,20.51,16.36,3.11,3.19,2.94,0,48185.2,92.83,11.36,20.44,15.41,79.75,5052.2,0,929,0,3874.2,629.8,66998.1,66998.1,47730.4,16144.6,0.1,12061.3,19267.7,1461.5,48185.2,1206.8,49392,4765.5,10648.6,0,274.6
Sep-19,20.3,71.82,12.67,1205.19,81.86,81.86,0,2112.7,10390.2,1922.2,10389.9,14.17,93.62,239.8000031,2618.9,21998.8,2.96,391,10.4,12.67,1,6.38,7.16,13.1,3.08,92.84,0.05,6548,148400.15,1142.6,23036.2,6513.7,3,148.7,526.8,177.9,340.3,141.42,22,0,119.6,3.19,-1395.1,-370.6,10210.1,8467.7,15.82,2247,7614,12.62,8250.3,8250.3,0,5397.9,44458.4,3133.2,634.1,1309.5,4112.7,4352.5,2247,2768.4,2946.3,2312.2,2768.4,23.54,18.78,21.6,17.23,20.51,16.36,3.11,3.19,2.94,0,48185.2,92.83,11.36,20.44,15.41,79.75,5052.2,0,929,0,3874.2,521.4,66998.1,66998.1,47730.4,16144.6,0.1,12522.6,19267.7,1461.5,48185.2,1206.8,49392,4765.5,10648.6,0,263.8
Dec-19,20.3,71.82,12.67,1205.19,81.86,81.86,0,2112.7,10390.2,1922.2,10389.9,14.17,93.62,245.8000031,2618.9,21998.8,2.96,391,10.4,12.67,1,6.38,7.16,13.1,3.08,92.84,0.05,6559.3,148400.15,1142.6,23036.2,6513.7,3,17.4,526.8,134.9,340.3,141.42,22,0,119.6,3.19,-1395.1,-370.6,10210.1,8467.7,15.82,2261.3,7614,12.62,8250.3,8250.3,0,5397.9,44458.4,3194.4,521.2,1309.5,4112.7,4352.5,2261.3,2832.7,2967.6,2446.4,2832.7,23.54,18.78,21.6,17.23,20.51,16.36,3.11,3.19,2.94,0,48185.2,92.83,11.36,20.44,15.41,79.75,5052.2,0,929,0,3874.2,571.4,66998.1,66998.1,47730.4,16144.6,0.1,12695.9,19267.7,1461.5,48185.2,1206.8,49392,4765.5,10648.6,0,293.7
Mar-20,0,77.18,14.88,1141.18,81.31,81.31,0,1873.5,10444,10389.9,10444,17.19,92.99,196.6999969,2693.5,18963.5,2.78,433.3,0,14.84,1,7.01,7.93,8.43,2.12,92.07,0.08,6811.4,106910.41,1142.7,22949.1,8512.9,16.3,10.5,776.1,118.8,174.1,289.53,25.1,0,213.3,2.23,-12233,3202.7,9068.1,54.1,17.22,2158.3,8680.7,15.19,7735,7735,0,5769.1,46079.4,3434.3,563.7,2170.5,2911.9,5927.5,2158.3,2762.7,2881.5,2317.8,2762.7,25.16,22.2,22.89,20.2,21.83,19.27,2.42,2.23,2.77,0,45311,92.06,13.29,23.62,18.68,88.22,5001.9,947.2,1130.2,0,5863.3,604.4,65306.4,65306.4,45713.3,16443.8,0.11,13127.2,19593.1,2408.9,45311,1142.7,46453.7,4542.6,9257,0,309
Jun-20,0,77.18,14.88,1141.18,81.31,81.31,0,1873.5,10444,10389.9,10444,17.19,92.99,219.6499939,2693.5,18963.5,2.78,433.3,0,14.84,1,7.01,7.93,8.43,2.12,92.07,0.08,6424.2,106910.41,1142.9,22949.1,8512.9,16.3,43,776.1,100,174.1,289.53,25.1,0,213.3,2.23,-12233,3202.7,9068.1,54.1,17.22,2192.6,8680.7,15.19,7735,7735,0,5769.1,46079.4,2994.2,626.1,2170.5,2911.9,5927.5,2192.6,2798.9,2898.9,2272.8,2798.9,25.16,22.2,22.89,20.2,21.83,19.27,2.42,2.23,2.77,0,45311,92.06,13.29,23.62,18.68,88.22,5001.9,947.2,1130.2,0,5863.3,606.3,65306.4,65306.4,45713.3,16443.8,0.11,12192.9,19593.1,2408.9,45311,1142.7,46453.7,4542.6,9257,0,321.7
Sep-20,0,77.18,14.88,1141.18,81.31,81.31,0,1873.5,10444,10389.9,10444,17.19,92.99,313.5499878,2693.5,18963.5,2.78,433.3,0,14.84,1,7.01,7.93,8.43,2.12,92.07,0.08,6661.3,106910.41,1143,22949.1,8512.9,16.3,20.5,776.1,102.6,174.1,289.53,25.1,0,213.3,2.23,-12233,3202.7,9068.1,54.1,17.22,2244,8680.7,15.19,7735,7735,0,5769.1,46079.4,2709.3,624.6,2170.5,2911.9,5927.5,2244,2853,2955.6,2331,2853,25.16,22.2,22.89,20.2,21.83,19.27,2.42,2.23,2.77,0,45311,92.06,13.29,23.62,18.68,88.22,5001.9,947.2,1130.2,0,5863.3,609,65306.4,65306.4,45713.3,16443.8,0.11,12250.4,19593.1,2408.9,45311,1142.7,46453.7,4542.6,9257,0,350.9
Dec-20,0,77.18,14.88,1141.18,81.31,81.31,0,1873.5,10444,10389.9,10444,17.19,92.99,386.25,2693.5,18963.5,2.78,433.3,0,14.84,1,7.01,7.93,8.43,2.12,92.07,0.08,6597.9,106910.41,1143.1,22949.1,8512.9,16.3,-24,776.1,112.5,174.1,289.53,25.1,0,213.3,2.23,-12233,3202.7,9068.1,54.1,17.22,2611.3,8680.7,15.19,7735,7735,0,5769.1,46079.4,2673.4,599,2170.5,2911.9,5927.5,2611.3,3351.5,3464,2865,3351.5,25.16,22.2,22.89,20.2,21.83,19.27,2.42,2.23,2.77,0,45311,92.06,13.29,23.62,18.68,88.22,5001.9,947.2,1130.2,0,5863.3,740.2,65306.4,65306.4,45713.3,16443.8,0.11,12596.1,19593.1,2408.9,45311,1142.7,46453.7,4542.6,9257,0,333.4
Mar-21,0,0.77,17.81,1094.34,82.57,82.57,0,1848,9783.2,10444,9783.2,20.83,95.2,414.1499939,1999,17495.2,2.5,47.4,130.5,17.77,1,4.8,5.44,15.44,4.43,94.56,0.04,6783.9,222962.28,1095.8,21329.5,9136.1,-7.8,-5,709.4,87.5,91,0,14.1,0,88.5,4.51,-12105.7,-1275,12727.7,-660.8,20,3013,10060.9,18.36,8206.7,8204.1,0,6705.3,46344.7,2705.9,533.2,2129.2,2966.6,5762.4,3013,3681.4,3768.9,3235.7,3681.4,28.7,26.35,26.01,23.89,25.21,23.15,5.02,4.51,2.5,0,44145.8,94.55,15.3,27.49,22.23,91.8,5791.2,4201.5,1287.4,0,6578.7,668.4,65736.3,65736.3,45379.5,18132.4,0.13,13260,20356.8,2362.3,44145.8,1095.8,45241.6,4348.5,8046.2,0,343.3
Jun-21,0,0.77,17.81,1094.34,82.57,82.57,0,1848,9783.2,10444,9783.2,20.83,95.2,545.6500244,1999,17495.2,2.5,47.4,130.5,17.77,1,4.8,5.44,15.44,4.43,94.56,0.04,7392.4,222962.28,1095.8,21329.5,9136.1,-7.8,12.4,709.4,43.2,91,0,14.1,0,88.5,4.51,-12105.7,-1275,12727.7,-660.8,20,1804.1,10060.9,18.36,8206.7,8204.1,0,6705.3,46344.7,3537,381.7,2129.2,2966.6,5762.4,1804.1,2907.3,2950.5,2568.8,2907.3,28.7,26.35,26.01,23.89,25.21,23.15,5.02,4.51,2.5,0,44145.8,94.55,15.3,27.49,22.23,91.8,5791.2,4201.5,1287.4,0,6578.7,1103.2,65736.3,65736.3,45379.5,18132.4,0.13,13990.1,20356.8,2362.3,44145.8,1095.8,45241.6,4348.5,8046.2,0,355
Sep-21,0,0.77,17.81,1094.34,82.57,82.57,0,1848,9783.2,10444,9783.2,20.83,95.2,634.0999756,1999,17495.2,2.5,47.4,130.5,17.77,1,4.8,5.44,15.44,4.43,94.56,0.04,7755.7,222962.28,1096.2,21329.5,9136.1,-7.8,5.5,709.4,104.9,91,0,14.1,0,88.5,4.51,-12105.7,-1275,12727.7,-660.8,20,2387.4,10060.9,18.36,8206.7,8204.1,0,6705.3,46344.7,3801.5,529.2,2129.2,2966.6,5762.4,2387.4,3134.8,3239.7,2710.5,3134.8,28.7,26.35,26.01,23.89,25.21,23.15,5.02,4.51,2.5,0,44145.8,94.55,15.3,27.49,22.23,91.8,5791.2,4201.5,1287.4,0,6578.7,747.4,65736.3,65736.3,45379.5,18132.4,0.13,14720,20356.8,2362.3,44145.8,1095.8,45241.6,4348.5,8046.2,0,357.9
Dec-21,0,0.77,17.81,1094.34,82.57,82.57,0,1848,9783.2,10444,9783.2,20.83,95.2,715.3499756,1999,17495.2,2.5,47.4,130.5,17.77,1,4.8,5.44,15.44,4.43,94.56,0.04,8004.6,222962.28,1096.2,21329.5,9136.1,-7.8,-30.8,709.4,100.1,91,0,14.1,0,88.5,4.51,-12105.7,-1275,12727.7,-660.8,20,2465,10060.9,18.36,8206.7,8204.1,0,6705.3,46344.7,3976.2,462.6,2129.2,2966.6,5762.4,2465,3132.6,3232.7,2770.1,3132.6,28.7,26.35,26.01,23.89,25.21,23.15,5.02,4.51,2.5,0,44145.8,94.55,15.3,27.49,22.23,91.8,5791.2,4201.5,1287.4,0,6578.7,667.6,65736.3,65736.3,45379.5,18132.4,0.13,15278.7,20356.8,2362.3,44145.8,1095.8,45241.6,4348.5,8046.2,0,377.8
Mar-22,0,0.82,22.2,1094.34,99.14,99.14,0,1584.5,4898.1,9783.2,4898.1,24.85,75.86,591.9000244,8271.5,24073.7,2.23,53.3,0,22.14,6,24.14,27.1,19.12,5.49,72.9,0.04,8389.7,327315.4,1096.4,25960.2,9622.2,-9.2,6.5,651.1,119.2,87.5,0,5.7,0,64.1,5.45,494.7,-12611.1,7240.5,-4885.1,20.36,5478.8,12135.3,22.14,16557.2,16553.1,0,9446.9,54849,3778.3,3332.6,2788.6,2377.9,11504.5,5478.8,6089.5,6208.7,2876.1,6089.5,28.73,31.22,26.23,28.51,25.62,27.84,5.97,5.45,2.23,0,53254.3,72.89,15.09,27.32,22.32,108.67,7673.4,1913,1368.3,0,7386.6,610.7,80382.8,80382.8,51772.2,23173.7,0.14,15585.6,28610.6,2858.4,53254.3,1096.4,54350.7,4685.1,9295.4,0,395
Jun-22,0,0.82,22.2,1094.34,99.14,99.14,0,1584.5,4898.1,9783.2,4898.1,24.85,75.86,416.0499878,8271.5,24073.7,2.23,53.3,0,22.14,6,24.14,27.1,19.12,5.49,72.9,0.04,8684.7,327315.4,1096.5,25960.2,9622.2,-9.2,-41.9,651.1,145.7,87.5,0,5.7,0,64.1,5.45,494.7,-12611.1,7240.5,-4885.1,20.36,2216.6,12135.3,22.14,16557.2,16553.1,0,9446.9,54849,4378.6,389.7,2788.6,2377.9,11504.5,2216.6,2943.7,3089.4,2699.7,2943.7,28.73,31.22,26.23,28.51,25.62,27.84,5.97,5.45,2.23,0,53254.3,72.89,15.09,27.32,22.32,108.67,7673.4,1913,1368.3,0,7386.6,727.1,80382.8,80382.8,51772.2,23173.7,0.14,16255.6,28610.6,2858.4,53254.3,1096.4,54350.7,4685.1,9295.4,0,394.9
